@relation fish

@attribute filletArea numeric
@attribute hbArea numeric
@attribute metHbArea numeric
@attribute oxyHbArea numeric

@data
% Logging started: 04.04.2018 at 12:16:20 CEST
6581 558 560 560
6586 540 540 540
% Logging started: 04.04.2018 at 13:41:31 CEST
6843 595 595 595
6906 592 592 592
6981 584 584 584
7105 596 596 596
7248 585 614 613
7248 620 620 620
7248 583 583 583
7248 612 612 612
% Logging started: 04.04.2018 at 14:48:26 CEST
7536 652 652 652
7536 648 648 648
7733 645 645 645
7762 644 644 644
7768 632 647 647
% Logging started: 04.04.2018 at 15:21:05 CEST
6491 686 686 686
6491 661 661 661
6491 684 684 684
% Logging started: 05.04.2018 at 11:58:04 CEST
134988 3109 3104 3104
134988 3111 3052 3052
% Logging started: 05.04.2018 at 12:05:06 CEST
64609 6311 6311 6311
64609 6151 6151 6151
64609 6281 6281 6281
64609 5749 5749 5749
% Logging started: 06.04.2018 at 21:33:00 CEST
136595 6362 6601 6601
% Logging started: 08.04.2018 at 17:27:10 CEST
43402 3218 3218 3218
43402 3265 3265 3265
43402 3259 3259 3258
% Logging started: 17.04.2018 at 15:42:27 CEST
149191 12940 12940 12940
149191 13048 13048 13048
% Logging started: 19.04.2018 at 13:59:16 CEST
252902 8476 8476 8457
252902 8413 8372 8372
252902 8383 8383 8383
252902 8413 8453 8453
252902 8565 8625 8625
252902 8531 8500 8500
252902 8848 8879 8879
252902 9060 9060 9060
252902 8749 8711 8711
% Logging started: 20.04.2018 at 15:14:43 CEST
283668 154 154 154
283668 168 168 167
283668 168 168 168
283668 175 175 175
283668 184 184 184
283668 192 192 192
283668 192 192 192
283668 194 194 194
283668 201 201 201
